البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
10712	6251106804915	VILTIN-met 50/1000 tab pharma international					6			3409	3409	4000	
10713	6251106804922	VILTIN-met 50/850 tab pharma international				1	6	4		3409	3409	4000	13635
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
10714	6251875004424	vimoxi 0.5 drop pioneer				4	0	1		4684	4788	6000	4684
10715	3400931985051	Vincarutine cap					3					9000	
10716	6253601800027	VINEGAR غسول فنكر				4	0			2250	2250	3500	
10717	8681736001305	VINEGER Z SOAP PURGENE					0					2500	
10718	5200403000880	Vioplex-T spray powder					0					22000	
10719	6251651002071	viraderm 15g cream					0			2775	2775	3500	
10720	6251060000194	Virageed 5% cream					0					3000	
10721	6211333021844	viramed 200mg medico tab				1	0	1		4845	4845	7000	4845
10722	6211377107122	viramed 3% eye oint				11	0	2	عصارة	2673	2872	2500	5347
10723	6211371015331	Viramed skin cream medico /sh				86	0			1344	1330	4000	
10724	6211333033793	Viramed syr medico /sh				18	0	4		6971	8640	5000	27885
10725	6253501626178	virgin cream 70ml					0					7000	
10726	5291171002114	VIRUCID 800mg tab				2	3	5		7876	8067	9000	39382
10727	10002795100840100000	visanne 2mg tab bayer /sh			باكيت	1	2	2		31333	32994	37500	62667
10728	5060288390649	Vision- All 30 tablet					2					8000	
10729	5021265222605	VISIONACE ORIGINAL CAP VITABIOTIC					2			12600	12600	14000	
10730	933083762	Visional cap pharma life /sh			18000	5	2	10		6943	7004	9000	69429
10731	8053259620880	VISIONAL JONIOR SYP				7	0	3		12105	14317	17750	36316
10732	3700822602150	VISIONLUX DUO PLUS				2	0			30792	30792	35000	
10733	3700822602860	VISIONLUX PLUS				5	0			18112	18112	20000	
10734	6253501155029	vit a soap femi line					0			2727	2727	4000	
10735	8684543712358	VIT A -Z				8	0			5449	5449	9000	
10736	5065014101681	vit B12 1000 ug bristol 30tab				1	0	1		12650	12650	17000	12650
10737	79524870512	vit c 1000 mg 375 tab		vit c	باكيت		37		شريط	1541	1541	2000	
10738	8681763362875	vit c 1000 tab vitasea turkey					0					5000	
10739	5065014101933	VIT C 1000TAB MAVX				5	0			13200	13200	18000	
10740	5065014101605	vit c 500 30cap				2	0			10050	10050	15000	
10741	5903137541185	vit c forte 1000mg eff mada /sh				102	0	1		2092	2153	2750	2092
10742	4260606990174	vit c weser medic 20eff tab				33	0	1		1860	1860	2500	1860
10743	8681763362837	vit c+zinc 50mg sachets vitasea turkey					30					500	
10744	740985243428	vit C1000 30cap century				9	0	1		9950	9950	15000	9950
10745	740985237212	vit C-500 30cap 21th century /sh				26	0	1		5086	4850	7000	5086
10746	5065014101889	Vit D 50000 10tab bristol				1	0			9775	9775	14000	
10747	96411751251052	Vit D3 & K2 60 gummies onix /sh				6	0			17780	17780	25000	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
10748	733739003652	vit d3 1000 now					0		علبة	16387	16387	20000	
10749	733739003874	VIT D3 10000 now cap /sh				98	0	5	باكيت	16811	17500	22000	84054
10750	707359103672	vit D3 120cap protocol				1	0			17765	17765	22000	
10751	766961419649	VIT D3 5,000 CROWN				42	0	1		14245	14685	20000	14245
10752	676194992492	VIT D3 5,000 HILVITS				11	0			12480	12480	16000	
10753	5065014101865	Vit D3 5000 30tab bristol					0			8625	8625	14000	
10754	300250190402018	vit d3 drops kindi /sh				34	0	3		2019	2200	3000	6057
10755	8680131752164	Vit D3 Drops Vefa /sh				15	0		قطرات	3292	3292	4500	
10756	9780201379556	vit d3+k2 tab hardy			باكيت		2			8625	8625	12000	
10757	5065014101346	Vit E 400 IU 30tab bristol				1	0			10925	10925	15000	
10758	676194992393	VIT E 400 IU BIOTONICS / SH				8	0	3		10604	10596	14000	31813
10759	676194992478	vit e 400iu hilvits				5	0			9788	10000	15000	
10760	63935028310	VIT E/sh 400iu AG				97	0	14		8367	8340	11000	117141
10761	6211252023387	VIT- K AMP سوري					5					1000	
10762	87614112510	vit. C-1000 swanson				12	0			12950	12950	18000	
10763	7611272002888	ViTA + 30 tab					0					5000	
10764	6251875002680	vita 6 100 mg amp				7	5	35		405	438	1000	14159
10765	8684543715205	vita b12 oral vials					10			1503	1485	2000	
10766	8705736007058	vita biotin 10,000 tab				1	0			16457	16457	21000	
10767	8697428817550	Vita C 1000mg tab					0					6000	
10768	5903137540461	vita c 500 madamar/sh				4	4	16		1646	1646	2500	26339
10769	10002795100840100000	VITA C 500MG بولندا					4			1646	1646	3000	
10770	5903137540478	VITA C FORT 1000MG بولندا / sh				0	4	1		1783	1784	2500	1783
10771	602573097830	vita colon relif usa / sh				54	0	6	باكيت	27471	27610	34250	164825
10772	8684543714994	vita D3 300.000 amp / sh				10	0			1250	1250	3000	
10773	6925881201817	Vita E 400mg cap صيني					10					1500	
10774	123485434000075	VITA GAS RELIEF CAP					2					12000	
10775	4260297471594	Vita globin syrup					0					13000	
10776	8684543712396	vita melatonin drop				2	0			7828	7828	11000	
10777	8682736006826	VITA SLEEP MELATONIN DROP				2	0			9035	9035	12000	
10778	8681736006812	vita sleep melatonin syrup				1	0			8200	8200	12000	
10779	8680009990605	vita vit C 1000MG					0					9000	
10780	7611272004516	vitaced a-z				1	0			6584	6584	8750	
10781	7611272000778	VitaCed Vitamin C 1000 mg اقراص فوارة				42	0	-1		1671	1671	3000	-1671
10782	5065002433169	vita-d 10000 iu 30tab					0					5000	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
10783	8683411849271	Vita-D3 10.000 dr				12	0	2		7617	7730	13000	15233
10784		Vita-D3 5000 dr				12	0	1		9775	10395	14000	9775
10785	6211157265653	VITA-D3 50000 ASIA / SH				2	0			9498	9498	12000	
10786	6251107424761	vitadad d3 5000 30 cap دار الدواء		d3		61	0		باكيت	6365	6365	8500	
10787	6251107425539	Vitadad D3 50000 iu cap				124	0	9		6546	6716	8750	58911
10788	5285007350838	Vitadain D3 drop wadialrafidin / sh				6	0			1980	1980	3000	
10789	http://qrinfopoint.com/i693ahC/	Vitadex amp					6					4000	
10790	5060214560603	VITADINE SYRUP /sh				9	0		باكيت	10300	10300	15000	
10791	4260297475998	Vitaglobin syr 200ml				3	0	1		10095	10095	13250	10095
10792		Vita-Kids D3 drops SDI				2	0	1		3275	3275	5000	3275
10793		vital materna cap aktiv					3			4443	4443	5000	
10794	4009932924862	Vital Materna plus Tab Aktiv				3	3	10		4229	4094	5000	42291
10795	204000611307	Vitalactic B 30 CAPSULES					2					11000	
10796	8683411849332	vitamin 50 000 dr.ambro				8	0		علبة	13275	12928	15000	
10797		vitamin 5000 d3 vg				7	0	2		17012	17012	22000	34024
10798	733739003300	Vitamin A 10000 iu 100 cap Now				1	0			13500	13500	16000	
10799	733739003409	VITAMIN A 25000 IU 100 CAP NOW					0					18000	
10800	5065014101827	VITAMIN A25000 BRIGHTON				2	0	1		16000	16000	22000	16000
10801	6221094092113	Vitamin B complex syrup					0					3500	
10802	311845056511	Vitamin B1 100mg 100tab Mason					0					23000	
10803	6957855102257	Vitamin B1 100mg amp china					10					500	
10804	5903137540140	vitamin b12 madamar caps				2	4	8		2659	2659	3500	21270
10805	7640154981768	vitamin b12 meratrum /sh				2	10	18		1699	1726	2000	30583
10806	3800501091692	Vitamin B12 oral solution vial					7					2000	
10807	47469066727	VITAMIN B12 TAB NATROL					0					25000	
10808	8687714525658	vitamin b12 vial ova			باكيت	2	10	20		1400	1400	2000	28000
10809	619091650966	VITAMIN B3&K2 DR.ONE					0			15995	15995	22000	
10810	63935023520	vitamin B6 .B12 AG/SH				102	0	16		7800	7800	15000	124800
10811	6957855102110	Vitamin B6 amp					10			439	439	1500	
10812	5907650226826	Vitamin B6 tab					0					3500	
10813	3504105024932	Vitamin Barrier 123 cream 100ml mustela / sh				87	0	3		11690	10450	15000	35071
10814	3504105024802	VITAMIN BARRIER 123 CREAM 50ML MUSTELA / sh				67	0	4		7304	7500	10000	29215
10815	6939120827294	vitamin c				36	0	1	باكيت	2900	2900	4000	2900
10816	8681763362868	Vitamin C / zinc 1000/50mg 60 tablets					4					4500	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
10817	4009932923568	Vitamin C 1000 tablet Aktiv					3					4500	
10818	79524870611	Vitamin C 1000mg 100 tab					100					250	
10819	8682118106243	VITAMIN C 1000MG 30 TAB					0					5000	
10820		Vitamin C 1000mg Eff. Maddox /sh				33	0			2465	2453	3500	
10821	4260586492330	vitamin c 1000mg maddox /sh				23	0			2453	2453	3500	
10822	8681933075635	Vitamin C 1000mg Zinc 50mg 30tablets					0					7000	
10823	8681736003354	Vitamin C 100mg 30 tab تركي					0					5000	
10824	8682076392399	vitamin C 30 tab GNB					0					6000	
10825	311845306838	Vitamin C 500mg 20 tab					0					7500	
10826	8682118106922	Vitamin C 500MG 30 TABLET تركي					0					7000	
10827	141119900574	Vitamin C 500mg chewable tab/sh			شرايط	10	2	19		990	990	1500	18810
10828	10002795100840100000	vitamin c afra sachets				1	0	1		1320	1320	2000	1320
10829	676194982882	Vitamin C ceutica 1000mg					0					10000	
10830	8681736003408	vitamin c complex 500mg tab					0					8000	
10831	313585553671	Vitamin C Facial serum سيرم					0					5000	
10832	205003140207020	vitamin c kindi 500mg/sh			باكيت	10	2	20	شريط	1021	1100	1500	20420
10833	10002795100840100000	VITAMIN C LIPSITCK				24	0			146	146	1000	
10834	5021265254286	VITAMIN D 1000IU				0	2	1		6497	6494	8250	6497
10835	619091650928	vitamin d 3 50 000 blue				1	0			6293	6293	12000	
10836	6024016586390	Vitamin D Calcium 60 pectin gummies Fines					0					13000	
10837	733739003690	Vitamin D-3 & K-2 120 cap Now/sh				49	0			22000	22000	30000	
10838	766961419656	VITAMIN D3 10.000 crown				2	0			13200	13200	15000	
10839	733739003577	vitamin D-3 1000 iu now					0		علبة	16387	16387	18000	
10840	707359103757	Vitamin D3 10000 I.U. 30 cap Protocol				5	0	2		12361	13130	17000	24722
10841	733739003768	VITAMIN D-3 10000 IU 120TAB NOW/sh				43	0	1		26774	27000	33000	26774
10842	8681933075659	Vitamin D3 10000 iu 30tablet Turkey					0					6500	
10843	5903137540164	Vitamin D3 10000 IU cap mada mar			شريط	10	2	21		4815	6453	8000	101109
10844	852510005743	vitamin d3 120 softgels vita ground				1	0			15814	15814	21000	
10845	733739003553	Vitamin D-3 2000 iu 30 capsules Now					0					14000	
10846	818423029887	Vitamin d3 2000 iu 30tab newtoneverett / sh				2	0	2		16361	16361	20250	32722
10847	47469058890	vitamin D3 2000 IU natrol					0					17000	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
10848	5012341276193	VITAMIN D3 25,000 RIA CARE				5	0	1		14850	14850	20000	14850
10849	5903137540188	Vitamin D3 25000iu cap Madamar					4					2500	
10850	852510005736	VITAMIN D3 30 cap 5000IU VITA GROUND				54	0	1		9354	9235	14000	9354
10851	8683880768578	vitamin D3 400 IU drops utilis				1	0			6100	6100	9000	
10852	8683880768028	vitamin d3 400iu drop lyonilac / sh				2	0			4400	4400	6000	
10853	3401560025774	Vitamin D3 400iu/ml drop Pharma development					0					5000	
10854	10002795100840100000	VITAMIN D3 5.000 MADAMAR / sh			شريط	6	2	13	باكيت	3731	3718	6000	48501
10855	5903137540713	VITAMIN D3 50,000 MADAMAR			شريط	17	3	50		7093	7116	9000	354673
10856		VITAMIN D3 5000 FUTURE					0		باكيت	10360	10360	12000	
10857	707359103450	Vitamin D3 5000 I.U. 30cap. Protocol					0					15000	
10858	733739003720	Vitamin D-3 5000 IU 120 Now/sh				11	0	-8		15774	15500	23000	-126194
10859	852136004083	Vitamin D3 5000 iu 30 cap Now				30	0	30		11000	11000	12000	330000
10860	8683411849318	VITAMIN D3 5000 IU dr ambrovit 30tab				16	0	1		7697	7625	14000	7697
10861		vitamin d3 50000 future				1	0			9660	9660	12250	
10862	707359103771	VITAMIN D3 50000 I.U. 12 CAP PROTOCOL				8	0	1		14208	14250	20000	14208
10863	8682851165347	Vitamin D3 50000 IU 12 tab تركي					0					10000	
10864	733739110626	VITAMIN D-3 50000 IU 12TAB NOW/sh				65	0	2		15136	13000	25000	30271
10865	615033011031	VITAMIN D3 50000 IU 15 cap باكيت					0					12000	
10866	785714321176	Vitamin D3 50000 iu 8 cap LYNAE				24	0			12916	12840	18000	
10867	619091650973	vitamin d3 5000iu 30softgels blue				1	0			6135	6135	10000	
10868	8690088023064	vitamin d3 5000iu 60softgel aksuvital				1	0			11000	11000	15000	
10869	5903137540171	VITAMIN D3 5000IU CAP بولندا					4					3000	
10870	852510005132	VITAMIN D3 5000IU GREEN FIELD				38	0	1	باكيت	16973	16980	23000	16973
10871	852510005729	vitamin d3 60 cap 5000IU vita ground				47	0	11		13938	13910	20000	153319
10872	625273071887	vitamin D3 600 IU KIDZOWN Webber naturals /sh				1	0			15450	15450	19000	
10873	8690712026713	vitamin d3 cap				1	3	4		2833	2764	3750	11332
10874	4005292000093	vitamin d3 depot					2		شرايط	3375	3375	5000	
10875	733739106483	vitamin d3 k2 now /sh				26	0			25767	25800	35000	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
10876	8906176620733	vitamin d3 novatra drop / sh				5	0			5500	5500	7000	
10877	10002795100840100000	vitamin d3 novatra drops				1	0	1		5535	5535	7000	5535
10878	5903794148659	Vitamin D3 tab اشرطة					2					10000	
10879	5060742392813	vitamin D325000 IU 30tab newgate					0					10000	
10880	766961419618	VITAMIN E 400 CROWN				12	0	1		9135	9135	14000	9135
10881	852510005927	vitamin e 400 nita ground					0			15400	15400	20000	
10882		VITAMIN E 400 PROTOGCOL				2	0			12375	12375	18000	
10883	6957855102417	Vitamin E 400IU cap				0	10	1		940	932	1500	940
10884	8683880768103	VITAMIN E 400IU LYON ILAC /sh				7	0	1		7436	7436	10000	7436
10885	625349023185	VITAMIN E 400IU VIVA				2	0			22497	22497	27000	
10886	5077776041457	Vitamin E 400mg 30 cap ASTRA				5	0	1		8145	8145	10000	8145
10887	5028197916145	vitamin E cream body shop 100ml					0					32000	
10888	852510005910	vitamin E Vitaground /sh				13	0			11021	11021	15000	
10889	5903137540737	vitamin E400 MADAMAR					2			4975	4975	7000	
10890	676194991679	VITAMIN K 100mcg vitalyx				6	0	4		17422	17385	21500	69687
10891		Vitamin K-2 100 CAPSULES NOW				11	0	6		27236	26950	29000	163419
10892	733739009906	VITAMIN K2 100 MG				9	0	2		27000	27000	35000	54000
10893	10002795100840100000	vitamin k2 100mcg cap swanson				3	0	1		19200	19200	25000	19200
10894	5903794148765	Vitamin K2 tab اشرطة					2					13000	
10895	1001434	Vitamine B12 Gerda 1000Mcg/4ml amp					6					1500	
10896	63935025470	VITAMINE D3 1000 AG / sh				4	0	2		19429	19429	24250	38859
10897		vitan c 500 chew tab				1	10	6		396	396	1000	2376
10898		vitan c 500mg 100chewable tab furat				0	10	1		396	396	500	396
10899	4204000410128	vitan syr					0					13000	
10900	1001607847	VITANE DROP//					0					6500	
10901	4204000410739	VITANE DROPاصلي				2	0	2		7462	7462	9000	14924
10902	6261796000627	Vitane oral drop 30ml					0			9980	9980	13000	
10903	4260297471600	VITANE ORAL DROP 30ML VITAME				3	0			8900	8900	11000	
10904	4260297471570	vitane syrup				3	0	1		11650	11650	14000	11650
10905	8680131751969	Vitap GS 30 cap				2	3	5		1756	1756	2500	8778
10906	625349022690	VITAPLEX 90SOFTGEL VIVA/SH				21	0			28020	28020	34750	
10907	3800212716693	Vitapure Vitamin D3 5000iu 30 tab					0					7500	
10908	4260297470122	VITARIX SYRUP VITANE /sh		VITARIX		174	0	4	شراب	13294	13295	16500	53177
10909	8904398600700	Vitasans 120ml syrp				2	0			3520	3520	12000	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
10910		VITASANS 120ML SYRUP					0			3555	3555	9000	
10911	6253501420059	vitaskin cream/sh				2	0	2		7475	7475	10000	14950
10912	8992772485012	Vitavis + Zinc 30 tablet					2					7000	
10913	4823002223972	vitaxon amp					5					2000	
10914	852510005668	Vit-C vita /sh 500 Ground				61	0	6		16934	16647	20000	101606
10915	7640154981553	vitc+zinc فوار				48	0	1		2788	2790	3500	2788
10916	3337875902380	VITCHY 2IN1 SHAMPOO / sh				8	0	1		23712	24300	27000	23712
10917	3337875543248	VITCY MINERAL 89ML				5	0			31232	31232	40000	
10918	733739003744	VitD-3 5000 30 cap. NOW /sh				72	0	1		15878	16000	19000	15878
10919	6251161010917	vitilase cream 65g philadelphia /sh				2	0	2		42962	44750	50000	85925
10920	724901012565	vits b12 1000mg novalie pharma /sh				22	0	1		11800	11800	15000	11800
10921	10002795100840100000	VITTORIA 5/160/25			شريط	2	4	8		3323	3323	4000	26586
10922	2409:0326	VITTORIA 5/160MG JAMJOOM				4	4	16		4068	4068	5000	65088
10923		VITTORIA HCL 10/160/25MG JAMGOOM			باكيت	0	4	2		3472	3323	4500	6944
10924	4b0146c51ad42264381d546cc962dccb357151d24c820e87628a3fddc4802cf6079bc84b49c	VITTORIA HCL 5/160/12.5					4			3572	3323	4250	
10925		VITTORIA HCT 5\160\25					4			3323	3323	4000	
10926	858745005152	viva check 50 blood test				2	0		باكيت			15000	
10927	6970221762749	viva check blood test / sh				47	0	5	باكيت	10633	9900	13000	53163
10928	6970221763517	VivaChek lno جهاز فحص سكر /sh				4	0	1		4225	450	14000	4225
10929	89023990052009	vivax-50				1	0	1		860	860	1500	860
10930	8906041844868	Vivian gel 30gm					0					2000	
10931	5060133373841	vizulize eye drop /sh				10	0	1		11270	11450	15000	11270
10932	6251161010276	vocort cream/sh				40	0	14	عصارة	4300	4828	6500	60199
10933	8690927512278	VOLCANIC TOOTHBRUSH				15	0	1		3300	3300	5000	3300
10934	6251106210426	Voldic 1% Emulgel					0			2610	2610	3000	
10935	6251106801662	voldic-k / sh				4	2	7		1097	1097	1500	7679
10936	5400050000619	volhervast sachets				1	30	43		252	245	500	10846
10937	6223002975457	volt flam sachets				1	10	13		329	329	500	4280
10938	6251060000552	Voltagesic 12.5mg supp					0					3000	
10939	6251651001890	Voltagesic GEL				3	0			2587	2587	3500	
10940	6211336083054	voltamed 100mg supp /sh				2	2	5		1277	745	1500	6384
10941	6211336193050	Voltamed 12.5mg supp Medico labs /sh			باكيت	2	2	5	شريط	639	482	1500	3194
10942	6211336093053	Voltamed 25mg supp Medico labs /sh			باكيت	6	2	11	شريط	1039	538	3000	11426
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
10943	6211336103059	voltamed 50 mg supp medico labs /sh			باكيت	8	2	15	شريط	1524	1873	1500	22858
10944	1001154	VOLTAREN 100MG SUPP NOVARTIS					0					2500	
10945	01076127973031531721063010adpc261002120141905119259	VOLTAREN 12.5MG SUPP NOVARTIS					0					4000	
10946	6291109120650	Voltaren Emulgel 1%				14	0	3		6870	6870	9000	20610
10947	6291109120629	VOLTAREN EMULGEL GSK				4	0			10779	10779	13500	
10948	201011060902019	voltaren kindi gel				18	0	2		687	680	1000	1374
10949	152137121202018	voltayat emulgel				17	0			792	792	2000	
10950	1001325	VOLTAYAT EMULGEL 40GM					0					2000	
10951	6251875001225	voltex - k pionner 50 mg / sh				4	2	8		921	870	2000	7365
10952	6251875002260	VOLTEX 0.1% EYE DROP/sh				47	0	9	قطرات	1087	1027	3000	9783
10953	6251875002635	VOLTEX 75MG/3ML AMP			باكيت	1	5	3	ابرة	750	750	1500	2250
10954	6251875002482	VOLTEX PLUS AMP PIONEER			باكيت	1	5	4	ابرة	284	246	1500	1138
10955	1001607962	Voltfast 21 sachet					21					500	
10956	0137606441	VOLTFAST 50MG SACH NOVARTIS			باكيت	9	30	276		424	424	750	116886
10957		VOMEPRAM AMP		METOCLOPRAMIDE	باكيت	2	5	12	ابرة	746	746	1500	8952
10958	9780201379853	vomi cure orally disintegrating tab					2			1850	1850	3000	
10959	6251154154017	vominore 20 JPM					2			1729	1729	2500	
10960	10001851	vomy 8mg				2	0			1491	1491	3000	
10961	6251651004082	VONZA 10MG					2			3850	3850	5000	
10962	6251651004075	VONZA 20MG /sh				2	2	3	باكيت	5499	5500	7250	16496
10963	6253014200919	VORASAN 10MG TAB					3			11733	11733	14000	
10964	10002795100840100000	voxin 1g iv vial				10	0	7		9876	9876	13000	69132
10965	6291100089321	voxin 500mg 7tab julphar					0					11000	
10966	4009932922363	VTAMIN D3 + K2 TAB DOPPEL HERZ		D3\K2	باكيت		2		شريط	5871	5765	8000	
10967	6251065055427	VULGA XR 105mg tab				2	3	6		7100	7100	9000	42600
10968	6251065055403	vulga XR 55 MG HIKMA				3	3	8		5317	5317	7000	42540
10969	6251065055410	VULGA XR 80MG				1	3	3		6967	6967	12000	20900
10970	O3-2114	Waist Support O3 /sh				2	0	1		10900	10900	14000	10900
10971	8906113371674	Warcen 1mg ocean 30tab				1	3	3		1000	1000	1500	3000
10972	8906113371650	warcen 3mg tab			باكيت	1	3	3		1200	1200	1500	3600
10973	8906113371667	warcen 5mg tab			باكيت	2	3	6		1333	1200	2000	8000
10974	5060013948497	Warfarin 1mg				2	2	5		1702	1145	2000	8510
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
10975	5060464502729	warfarin 1mg flamingo / sh			باكيت	0	2	1	شريط	1206	1155	2000	1206
10976	5060013941733	WARFARIN 1MG TAB BRISTLE					2					1250	
10977	5060464502736	warfarin 3 flamingo			شرايط	1	2	2		1584	1595	2000	3169
10978	5060013948503	Warfarin 3mg bristol/sh					2			2337	2351	3000	
10979	5060013941740	WARFARIN 3MG TAB BRISTLE					2			1000	1000	2000	
10980		warfarin 3mg tab flamingo			باكيت	0	2	1		3104	3103	2000	3104
10981	5909990622368	WARFARIN 3MG TAB ORION فنلندا علبة					0					11000	
10982	5060013941757	WARFARIN 5MG TAB BRISTLE					2					2000	
10983	5060464502743	warfarin 5mg tab Flamingo					2			2052	2052	2500	
10984	5060013948510	Warfarin 5mg tab. bristol / sh					2			2701	2654	3500	
10985	89023994544661	warfbran 1 brawn				1	3	3		972	972	2000	2916
10986	89023999889163	warfbran 3 brawn				1	3	3		1134	1134	2500	3402
10987	5909990622382	Warfin 5mg tab علبة فنلندي					0					15000	
10988	6281080002649	Waxsol 0.5% ear drops				2	0			3450	3450	5000	
10989	8690797108816	wee baby 881 مقراضة طفل					0			3316	3316	4000	
10990	8690797107925	wee baby mini glass trainer cup				1	0	1		3090	3090	6000	3090
10991	8690797105587	wee baby اكياس حليب				4	0	3		5310	5310	7000	15930
10992	8690797108601	WEE BABY شافطة انف				6	0	1		2355	2317	5000	2355
10993	8690797108595	wee baby عضاضة مائية				3	0			3140	3140	4000	
10994	8690797108038	wee baby فرشة و مشط				1	0	1	علبة	5896	5896	8000	5896
10995	8690797101527	wee baby لهاية مزدوجه					2			2010	2010	3000	
10996	8690797102074	WEE BABY مصفاة فواكه اطفال				5	0			4175	4182	7000	
10997	8690797111182	wee baby مقراضة اضافر للاطفال					0			2197	2197	3500	
10998	8690797111120	wee ملهية مفرد				3	0	1		1430	1430	2500	1430
10999	8690797108946	weebaby 60 عود اذن				3	0			1294	1294	1500	
11000	5012312312356	weekly mk7 tab			باكيت		2			13800	13800	17000	
11001	5060288392049	WELL 4 YOU SYR VIT B COMPLEX					0					9000	
11002	5021265254255	wellbaby drop				4	0	1		10105	9875	13000	10105
11003	5021265254248	WellBaby mutivitamin liquid Vitabiotic/sh				13	0	3		8781	8784	11500	26343
11004	5021265254521	wellman cap			باكيت	1	2	2		6903	6903	8500	13806
11005	5021265223534	Wellman conception tab Vitabiotic/sh				4	2	8		8621	8590	12500	68971
11006	5021265221301	Wellman Original tab Vitabiotic					2					7500	
11007	818423029634	WELLSTRA ADVANCED 60CAP				2	0	2		60873	60873	69000	121746
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
11008	5021265246038	Wellwoman 30 cap Vitabiotic				2	2	5		6569	6904	8000	32844
11009	8906012845085	west صابون			باكيت	7	0	2		360	360	1000	720
11010	609788968351	WFS PLUS 180 CAPSULE AMS					0					118000	
11011	609788968108	WFS PLUS 90 CAPSULE					0					80000	
11012	100156	WHITE FIELD OINT				26	0	18		1204	1111	1500	21676
11013		White glo anti-plague toothpaste /sh				5	0	1		4551	4551	6000	4551
11014	9319871001254	WHITE GLO charcoal /sh				9	0			5578	5790	8000	
11015	9319871000639	White glo coffee & tea toothpaste /sh				21	0			4377	4380	6000	
11016	9319871000660	white glo herbal /sh				15	0	2		4625	4380	6000	9250
11017	9319871000615	white glo professional choice /sh				10	0	2		3832	4380	6000	7665
11018	9319871000646	white glo sensitive forte+ /sh				201	0	46		4493	5350	6000	206673
11019	9319871000622	White glo Smokers formula toothpaste /sh				18	0	2		4456	4380	6000	8911
11020	9319871000233	white glo غرغره				1	0			3175	3175	4500	
11021		WHITE GLO معجون اسنان					0		معجون	4000	4000	6000	
11022	93544382	White Glo معطر فم /sh				46	0	3		2126	2154	3000	6379
11023	8999999609474	white now closeuo tp				1	0	1		2084	2084	4000	2084
11024	8180123390225	white petroleum jelly/sh				5	0			1130	1130	3000	
11025	10002795100840100000	WHITEFIELD OINT SDI /sh				82	0	16	عصارة	970	1280	1500	15514
11026	900654060026	WhiteFields Ointment SDI /sh				52	0	27		1282	1284	1500	34627
11027	6253501155067	whitening soap femiline/sh				2	0	1		2385	2385	3000	2385
11028		WHITSH FEET OINT				1	0			990	990	1000	
11029	10002795100840100000	whl-felz oint / sh				5	0			993	993	1500	
11030	6211363426015	wiki body scrub wash /sh				2	0			2172	2172	4000	
11031	6285147005598	Winex 100mg/5ml Susp Tabuk /sh				46	0	1		5048	5048	6750	5048
11032	6285147005574	winex 200mg cap tabuk /sh				18	0			3314	3325	4250	
11033	6281102232580	WINEX 400MG CAP تبوك					0					4000	
11034	6285147005581	Winex 400mg tab tabuk /sh				53	0	2		3703	3731	5000	7406
11035	1001243	Winex susp					0					5000	
11036	5028763012226	wisdom active charcoal				3	0			5626	5626	8500	
11037	5028763012820	wisdom charcoal spin brush				5	0			10000	10000	14000	
11038	5028763013728	wisdom otho clean				3	0	1		6301	6301	8500	6301
11039	5028763009455	wisdom whitening				3	0			4276	4276	6500	
11040	5060829021636	WISE C 500MG				6	0			8478	8478	12000	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
11041		women love drops قطرات نسائية					0					7500	
11042	6297938857545	WOTIX 2in1 200ml gel				5	0			5900	5900	9000	
